proteome_id	sample	source	ecosystem	domain	mag_id	mag_fasta	mag_fasta_basename	proteome_faa	proteome_faa_basename	source_analysis_accession	analysis_alias	source_filename	match_key	match_status	n_proteins_used	embedded_final_662	functional_run_include	notes	cohort_run_id	latest_run_id	latest_run_status	latest_run_dir	functional_predicted_proteins	scope_ratio	input_total_bp	input_contigs	input_n50_bp	input_fasta_kind	input_fasta_compressed_bytes	input_fasta_uncompressed_bytes	analysis_unit_type	mbag_mag_level_include	assembly_context_include	claim_scope	comparability_status	comparability_reason	recommended_action
rumen__10674_0001_idba_bin.45	rumen__10674_0001_idba_bin.45	rumen	rumen	Bacteria	10674_0001_idba_bin.45	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.45.fa.gz	10674_0001_idba_bin.45.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.45.faa	rumen__10674_0001_idba_bin.45.faa	ERZ1037601	webin-genome-10674_0001_idba_bin.45	10674_0001_idba_bin.45.fa.gz	filename	matched	2101	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	774739		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.49	rumen__10674_0001_idba_bin.49	rumen	rumen	Bacteria	10674_0001_idba_bin.49	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.49.fa.gz	10674_0001_idba_bin.49.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.49.faa	rumen__10674_0001_idba_bin.49.faa	ERZ1037602	webin-genome-10674_0001_idba_bin.49	10674_0001_idba_bin.49.fa.gz	filename	matched	2504	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	800351		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.52	rumen__10674_0001_idba_bin.52	rumen	rumen	Bacteria	10674_0001_idba_bin.52	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.52.fa.gz	10674_0001_idba_bin.52.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.52.faa	rumen__10674_0001_idba_bin.52.faa	ERZ1037603	webin-genome-10674_0001_idba_bin.52	10674_0001_idba_bin.52.fa.gz	filename	matched	1862	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	569054		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.54	rumen__10674_0001_idba_bin.54	rumen	rumen	Bacteria	10674_0001_idba_bin.54	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.54.fa.gz	10674_0001_idba_bin.54.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.54.faa	rumen__10674_0001_idba_bin.54.faa	ERZ1037604	webin-genome-10674_0001_idba_bin.54	10674_0001_idba_bin.54.fa.gz	filename	matched	1980	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	623517		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.56	rumen__10674_0001_idba_bin.56	rumen	rumen	Bacteria	10674_0001_idba_bin.56	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.56.fa.gz	10674_0001_idba_bin.56.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.56.faa	rumen__10674_0001_idba_bin.56.faa	ERZ1037605	webin-genome-10674_0001_idba_bin.56	10674_0001_idba_bin.56.fa.gz	filename	matched	2687	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	968267		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.6	rumen__10674_0001_idba_bin.6	rumen	rumen	Bacteria	10674_0001_idba_bin.6	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.6.fa.gz	10674_0001_idba_bin.6.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.6.faa	rumen__10674_0001_idba_bin.6.faa	ERZ1037606	webin-genome-10674_0001_idba_bin.6	10674_0001_idba_bin.6.fa.gz	filename	matched	1568	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	459857		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.66	rumen__10674_0001_idba_bin.66	rumen	rumen	Bacteria	10674_0001_idba_bin.66	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.66.fa.gz	10674_0001_idba_bin.66.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.66.faa	rumen__10674_0001_idba_bin.66.faa	ERZ1037607	webin-genome-10674_0001_idba_bin.66	10674_0001_idba_bin.66.fa.gz	filename	matched	1479	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	454437		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.72	rumen__10674_0001_idba_bin.72	rumen	rumen	Bacteria	10674_0001_idba_bin.72	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.72.fa.gz	10674_0001_idba_bin.72.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.72.faa	rumen__10674_0001_idba_bin.72.faa	ERZ1037608	webin-genome-10674_0001_idba_bin.72	10674_0001_idba_bin.72.fa.gz	filename	matched	1655	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	573230		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.73	rumen__10674_0001_idba_bin.73	rumen	rumen	Bacteria	10674_0001_idba_bin.73	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.73.fa.gz	10674_0001_idba_bin.73.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.73.faa	rumen__10674_0001_idba_bin.73.faa	ERZ1037609	webin-genome-10674_0001_idba_bin.73	10674_0001_idba_bin.73.fa.gz	filename	matched	1810	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	583742		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.75	rumen__10674_0001_idba_bin.75	rumen	rumen	Bacteria	10674_0001_idba_bin.75	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.75.fa.gz	10674_0001_idba_bin.75.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.75.faa	rumen__10674_0001_idba_bin.75.faa	ERZ1037610	webin-genome-10674_0001_idba_bin.75	10674_0001_idba_bin.75.fa.gz	filename	matched	2431	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	784681		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.78	rumen__10674_0001_idba_bin.78	rumen	rumen	Bacteria	10674_0001_idba_bin.78	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.78.fa.gz	10674_0001_idba_bin.78.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.78.faa	rumen__10674_0001_idba_bin.78.faa	ERZ1037611	webin-genome-10674_0001_idba_bin.78	10674_0001_idba_bin.78.fa.gz	filename	matched	1345	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	433957		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.79	rumen__10674_0001_idba_bin.79	rumen	rumen	Bacteria	10674_0001_idba_bin.79	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.79.fa.gz	10674_0001_idba_bin.79.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.79.faa	rumen__10674_0001_idba_bin.79.faa	ERZ1037612	webin-genome-10674_0001_idba_bin.79	10674_0001_idba_bin.79.fa.gz	filename	matched	1887	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	677114		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.80	rumen__10674_0001_idba_bin.80	rumen	rumen	Bacteria	10674_0001_idba_bin.80	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.80.fa.gz	10674_0001_idba_bin.80.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.80.faa	rumen__10674_0001_idba_bin.80.faa	ERZ1037613	webin-genome-10674_0001_idba_bin.80	10674_0001_idba_bin.80.fa.gz	filename	matched	1765	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	552329		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.88	rumen__10674_0001_idba_bin.88	rumen	rumen	Bacteria	10674_0001_idba_bin.88	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.88.fa.gz	10674_0001_idba_bin.88.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.88.faa	rumen__10674_0001_idba_bin.88.faa	ERZ1037614	webin-genome-10674_0001_idba_bin.88	10674_0001_idba_bin.88.fa.gz	filename	matched	3838	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	1345421		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.92	rumen__10674_0001_idba_bin.92	rumen	rumen	Bacteria	10674_0001_idba_bin.92	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.92.fa.gz	10674_0001_idba_bin.92.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.92.faa	rumen__10674_0001_idba_bin.92.faa	ERZ1037615	webin-genome-10674_0001_idba_bin.92	10674_0001_idba_bin.92.fa.gz	filename	matched	1433	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	577306		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.93	rumen__10674_0001_idba_bin.93	rumen	rumen	Bacteria	10674_0001_idba_bin.93	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.93.fa.gz	10674_0001_idba_bin.93.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.93.faa	rumen__10674_0001_idba_bin.93.faa	ERZ1037616	webin-genome-10674_0001_idba_bin.93	10674_0001_idba_bin.93.fa.gz	filename	matched	1178	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	402226		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0001_idba_bin.96	rumen__10674_0001_idba_bin.96	rumen	rumen	Bacteria	10674_0001_idba_bin.96	data/blue_catalyst_poc/rumen/raw/10674_0001_idba_bin.96.fa.gz	10674_0001_idba_bin.96.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0001_idba_bin.96.faa	rumen__10674_0001_idba_bin.96.faa	ERZ1037617	webin-genome-10674_0001_idba_bin.96	10674_0001_idba_bin.96.fa.gz	filename	matched	1145	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	317652		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0002_idba_bin.1	rumen__10674_0002_idba_bin.1	rumen	rumen	Bacteria	10674_0002_idba_bin.1	data/blue_catalyst_poc/rumen/raw/10674_0002_idba_bin.1.fa.gz	10674_0002_idba_bin.1.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.1.faa	rumen__10674_0002_idba_bin.1.faa	ERZ1037618	webin-genome-10674_0002_idba_bin.1	10674_0002_idba_bin.1.fa.gz	filename	matched	1358	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	392037		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0002_idba_bin.10	rumen__10674_0002_idba_bin.10	rumen	rumen	Bacteria	10674_0002_idba_bin.10	data/blue_catalyst_poc/rumen/raw/10674_0002_idba_bin.10.fa.gz	10674_0002_idba_bin.10.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.10.faa	rumen__10674_0002_idba_bin.10.faa	ERZ1037619	webin-genome-10674_0002_idba_bin.10	10674_0002_idba_bin.10.fa.gz	filename	matched	2537	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	860662		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0002_idba_bin.100	rumen__10674_0002_idba_bin.100	rumen	rumen	Bacteria	10674_0002_idba_bin.100	data/blue_catalyst_poc/rumen/raw/10674_0002_idba_bin.100.fa.gz	10674_0002_idba_bin.100.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.100.faa	rumen__10674_0002_idba_bin.100.faa	ERZ1037620	webin-genome-10674_0002_idba_bin.100	10674_0002_idba_bin.100.fa.gz	filename	matched	3084	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	1134538		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0002_idba_bin.104	rumen__10674_0002_idba_bin.104	rumen	rumen	Bacteria	10674_0002_idba_bin.104	data/blue_catalyst_poc/rumen/raw/10674_0002_idba_bin.104.fa.gz	10674_0002_idba_bin.104.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.104.faa	rumen__10674_0002_idba_bin.104.faa	ERZ1037621	webin-genome-10674_0002_idba_bin.104	10674_0002_idba_bin.104.fa.gz	filename	matched	1534	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	506829		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0002_idba_bin.106	rumen__10674_0002_idba_bin.106	rumen	rumen	Bacteria	10674_0002_idba_bin.106	data/blue_catalyst_poc/rumen/raw/10674_0002_idba_bin.106.fa.gz	10674_0002_idba_bin.106.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.106.faa	rumen__10674_0002_idba_bin.106.faa	ERZ1037622	webin-genome-10674_0002_idba_bin.106	10674_0002_idba_bin.106.fa.gz	filename	matched	2407	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	906539		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0002_idba_bin.107	rumen__10674_0002_idba_bin.107	rumen	rumen	Bacteria	10674_0002_idba_bin.107	data/blue_catalyst_poc/rumen/raw/10674_0002_idba_bin.107.fa.gz	10674_0002_idba_bin.107.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.107.faa	rumen__10674_0002_idba_bin.107.faa	ERZ1037623	webin-genome-10674_0002_idba_bin.107	10674_0002_idba_bin.107.fa.gz	filename	matched	2595	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	840667		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0002_idba_bin.108	rumen__10674_0002_idba_bin.108	rumen	rumen	Bacteria	10674_0002_idba_bin.108	data/blue_catalyst_poc/rumen/raw/10674_0002_idba_bin.108.fa.gz	10674_0002_idba_bin.108.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.108.faa	rumen__10674_0002_idba_bin.108.faa	ERZ1037624	webin-genome-10674_0002_idba_bin.108	10674_0002_idba_bin.108.fa.gz	filename	matched	2499	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	925664		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0002_idba_bin.109	rumen__10674_0002_idba_bin.109	rumen	rumen	Bacteria	10674_0002_idba_bin.109	data/blue_catalyst_poc/rumen/raw/10674_0002_idba_bin.109.fa.gz	10674_0002_idba_bin.109.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.109.faa	rumen__10674_0002_idba_bin.109.faa	ERZ1037625	webin-genome-10674_0002_idba_bin.109	10674_0002_idba_bin.109.fa.gz	filename	matched	2135	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	746072		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0002_idba_bin.110	rumen__10674_0002_idba_bin.110	rumen	rumen	Bacteria	10674_0002_idba_bin.110	data/blue_catalyst_poc/rumen/raw/10674_0002_idba_bin.110.fa.gz	10674_0002_idba_bin.110.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.110.faa	rumen__10674_0002_idba_bin.110.faa	ERZ1037626	webin-genome-10674_0002_idba_bin.110	10674_0002_idba_bin.110.fa.gz	filename	matched	1959	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	745946		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
rumen__10674_0002_idba_bin.111	rumen__10674_0002_idba_bin.111	rumen	rumen	Bacteria	10674_0002_idba_bin.111	data/blue_catalyst_poc/rumen/raw/10674_0002_idba_bin.111.fa.gz	10674_0002_idba_bin.111.fa.gz	data/blue_catalyst_poc/proteomes/rumen__10674_0002_idba_bin.111.faa	rumen__10674_0002_idba_bin.111.faa	ERZ1037627	webin-genome-10674_0002_idba_bin.111	10674_0002_idba_bin.111.fa.gz	filename	matched	1634	True	True		fgx_662_apollo3_20260612		not_started							compressed_gzip	560779		mag_bin	true	false	MAG functional potential	comparable_mag_bin	MAG/bin-like input; eligible for MAG-level functional atlas if QC and table gates pass	include_in_mag_bin_relaunch_or_retain_if_complete
